Entity,Code,Year,Richest 1%,Next 9%,Middle 40%,Poorest 50%,Life expectancy
Kiribati,KIR,1985,9.55,26.089998,42.98,21.38,58.7195
Kiribati,KIR,1986,9.71,26.03,42.92,21.33,59.118
Kiribati,KIR,1987,9.87,25.97,42.87,21.29,59.5756
Kiribati,KIR,1988,10.03,25.92,42.809998,21.24,60.0547
Kiribati,KIR,1989,10.2,25.85,42.76,21.19,60.5386
Kiribati,KIR,1990,10.37,25.79,42.69,21.14,61.0184
Kiribati,KIR,1991,10.65,25.82,42.39,21.14,61.5021
Kiribati,KIR,1992,10.91,25.87,42.1,21.13,61.9682
Kiribati,KIR,1993,11.17,25.9,41.79,21.13,62.406
Kiribati,KIR,1994,11.42,25.929998,41.52,21.12,62.7966
Kiribati,KIR,1995,11.66,25.97,41.260002,21.12,63.146
Kiribati,KIR,1996,11.89,25.999998,40.99,21.12,63.4703
Kiribati,KIR,1997,12.12,26.03,40.73,21.11,63.7971
Kiribati,KIR,1998,12.34,26.06,40.49,21.11,64.1
Kiribati,KIR,1999,12.55,26.089998,40.239998,21.11,64.3933
Kiribati,KIR,2000,12.76,26.12,40.02,21.1,64.6739
Kiribati,KIR,2001,13.14,26.62,39.6,20.65,64.9179
Kiribati,KIR,2002,13.51,27.1,39.19,20.2,65.1233
Kiribati,KIR,2003,13.88,27.57,38.789997,19.76,65.2869
Kiribati,KIR,2004,14.23,28.04,38.4,19.33,65.4157
Kiribati,KIR,2005,14.58,28.490002,38.02,18.92,65.5174
Kiribati,KIR,2006,14.92,28.929998,37.65,18.51,65.6014
Kiribati,KIR,2007,15.25,29.37,37.27,18.11,65.6766
Kiribati,KIR,2008,15.57,29.789999,36.91,17.72,65.7455
Kiribati,KIR,2009,15.89,30.199999,36.57,17.34,65.8083
Kiribati,KIR,2010,16.2,30.61,36.219997,16.97,65.8595
Kiribati,KIR,2011,16.18,30.83,36.129997,16.86,65.8958
Kiribati,KIR,2012,16.16,31.029999,36.039997,16.76,65.9081
Kiribati,KIR,2013,16.14,31.23,35.95,16.67,65.8979
Kiribati,KIR,2014,16.12,31.42,35.89,16.58,65.8687
Kiribati,KIR,2015,16.11,31.59,35.789997,16.5,65.831
Kiribati,KIR,2016,16.09,31.77,35.73,16.42,65.7991
Kiribati,KIR,2017,16.07,31.93,35.66,16.34,65.7871
Kiribati,KIR,2018,16.06,32.09,35.600002,16.26,65.8067
Kiribati,KIR,2019,16.05,32.23,35.530003,16.19,65.8663
Kiribati,KIR,2020,16.03,32.38,35.460003,16.12,65.2046
Kiribati,KIR,2021,16.03,32.38,35.460003,16.12,64.1482
Kiribati,KIR,2022,16.03,32.38,35.460003,16.12,66.2687
Kiribati,KIR,2023,16.03,32.38,35.460003,16.12,66.4731
Kosovo,OWID_KOS,2004,8.06,24.94,48.98,18.01,73.1321
Kosovo,OWID_KOS,2005,8.08,25.279999,48.78,17.86,73.4374
Kosovo,OWID_KOS,2006,7.98,24.92,48.95,18.15,73.63
Kosovo,OWID_KOS,2007,7.62,24.84,49.129997,18.4,74.4216
Kosovo,OWID_KOS,2008,8.78,24.91,48.41,17.91,74.7112
Kosovo,OWID_KOS,2009,8.2,25.2,48.7,17.9,74.79
Kosovo,OWID_KOS,2010,8.69,25.69,48.45,17.17,74.6086
Kosovo,OWID_KOS,2011,8.76,24.04,48.49,18.7,75.3234
Kosovo,OWID_KOS,2012,8.95,23.810001,48.76,18.47,75.7504
Kosovo,OWID_KOS,2013,9.24,23.24,48.289997,19.23,76.3358
Kosovo,OWID_KOS,2014,9.19,23.68,48.31,18.81,76.1788
Kosovo,OWID_KOS,2015,9.52,23.45,48.190002,18.85,76.0241
Kosovo,OWID_KOS,2016,9.49,23.53,48.09,18.88,76.7482
Kosovo,OWID_KOS,2022,8.89,23.84,48.629997,18.64,77.6233
Kosovo,OWID_KOS,2023,8.85,23.85,48.64,18.65,78.0326
Kuwait,KWT,2007,21.05,32.98,33.66,12.33,76.6875
Kuwait,KWT,2012,19.73,33.6,33.61,13.06,78.227
Kuwait,KWT,2022,17.61,26.789999,37.079998,18.52,78.7881
Kuwait,KWT,2023,17.1,26.96,37.3,18.63,80.4047
Kyrgyzstan,KGZ,1998,16.19,26.93,39.649998,17.22,64.5788
Kyrgyzstan,KGZ,1999,12.17,27.34,41.370003,19.12,64.9161
Kyrgyzstan,KGZ,2000,10.17,27.37,42.1,20.36,65.2419
Kyrgyzstan,KGZ,2001,10.97,26.44,42.739998,19.85,65.3191
Kyrgyzstan,KGZ,2002,10.67,26.730001,42.87,19.74,65.3418
Kyrgyzstan,KGZ,2003,10.34,26.269999,42.67,20.72,65.4485
Kyrgyzstan,KGZ,2004,14.19,28.189999,41.03,16.59,65.6494
Kyrgyzstan,KGZ,2005,14.74,27.070002,40.57,17.62,65.7894
Kyrgyzstan,KGZ,2006,18.22,26.81,38.7,16.26,65.7816
Kyrgyzstan,KGZ,2007,13.3,27.039999,41.48,18.19,66.0466
Kyrgyzstan,KGZ,2008,14.48,25.69,40.97,18.86,66.6158
Kyrgyzstan,KGZ,2009,14.52,25.44,40.96,19.08,67.1401
Kyrgyzstan,KGZ,2010,14.04,25.61,41.05,19.3,67.5214
Kyrgyzstan,KGZ,2011,13.2,24.72,41.25,20.83,67.7481
Kyrgyzstan,KGZ,2012,12.5,24.72,41.510002,21.27,68.1419
Kyrgyzstan,KGZ,2013,12.21,25.17,41.68,20.94,68.4623
Kyrgyzstan,KGZ,2014,12.2,23.890001,41.56,22.34,68.8293
Kyrgyzstan,KGZ,2015,14.55,24.38,39.87,21.19,69.3094
Kyrgyzstan,KGZ,2016,12.07,24.96,41.57,21.39,69.9095
Kyrgyzstan,KGZ,2017,13.84,24.529999,41.18,20.45,70.5031
Kyrgyzstan,KGZ,2018,13.96,24.92,41.05,20.07,70.6678
Kyrgyzstan,KGZ,2022,18.06,24.429998,38.68,18.83,71.487
Kyrgyzstan,KGZ,2023,18.49,24.32,38.47,18.72,71.677
Laos,LAO,1992,17.78,28.560001,38.350002,15.32,55.0976
Laos,LAO,1997,19.59,28.32,37.02,15.06,57.3023
Laos,LAO,2002,18.37,27.13,38.98,15.51,59.3024
Laos,LAO,2007,19.28,28.91,37.0,14.82,61.694
Laos,LAO,2012,17.25,27.83,39.41,15.51,65.1262
Laos,LAO,2018,19.7,28.36,37.850002,14.09,67.5942
Laos,LAO,2022,20.1,28.529999,37.44,13.95,68.7152
Laos,LAO,2023,20.33,28.39,37.37,13.91,68.9637
Latvia,LVA,1988,5.33,25.029999,49.21,20.43,70.9144
Latvia,LVA,1994,8.72,26.140001,46.35,18.79,65.1828
Latvia,LVA,1995,10.77,26.660002,44.82,17.75,65.9954
Latvia,LVA,1996,11.0,25.220001,46.149998,17.62,68.5859
Latvia,LVA,1997,10.72,27.13,45.53,16.61,69.2247
Latvia,LVA,1998,10.59,26.230001,46.149998,17.03,68.8508
Latvia,LVA,1999,10.98,26.289999,46.12,16.6,69.6483
Latvia,LVA,2000,10.71,26.480001,46.039997,16.77,70.1755
Latvia,LVA,2001,10.29,26.13,46.7,16.87,69.9058
Latvia,LVA,2002,11.05,26.449999,45.98,16.51,70.1755
Latvia,LVA,2003,10.57,28.330002,45.039997,16.06,70.6361
Latvia,LVA,2004,11.5,26.339998,44.88,17.28,70.9395
Latvia,LVA,2005,11.93,27.73,44.530003,15.8,70.6324
Latvia,LVA,2006,9.54,25.7,47.24,17.53,70.5501
Latvia,LVA,2007,10.58,27.26,46.309998,15.85,70.7894
Latvia,LVA,2008,10.46,26.550001,46.12,16.86,71.999
Latvia,LVA,2009,11.5,26.449999,44.010002,18.04,72.6966
Latvia,LVA,2010,9.65,26.49,44.850002,19.01,73.0285
Latvia,LVA,2011,10.31,26.640001,44.54,18.51,73.7176
Latvia,LVA,2012,11.18,26.22,44.510002,18.1,73.9387
Latvia,LVA,2013,11.47,25.98,44.5,18.06,74.1873
Latvia,LVA,2014,10.64,25.86,45.030003,18.48,74.306
Latvia,LVA,2015,10.09,25.39,45.69,18.84,74.6646
Latvia,LVA,2016,8.65,25.2,47.05,19.09,74.7568
Latvia,LVA,2017,9.51,25.81,46.309998,18.37,74.8005
Latvia,LVA,2018,9.46,25.26,46.88,18.41,74.9793
Latvia,LVA,2022,10.71,24.23,45.75,19.3,74.8706
Latvia,LVA,2023,10.69,24.22,45.77,19.31,76.1898
Lebanon,LBN,2006,20.54,31.029999,35.68,12.74,75.6766
Lebanon,LBN,2007,21.81,33.739998,33.61,10.82,76.7316
Lebanon,LBN,2008,21.31,35.67,32.49,10.54,76.9557
Lebanon,LBN,2009,20.39,33.809998,34.41,11.39,77.2618
Lebanon,LBN,2010,20.76,34.850002,33.26,11.12,77.5292
Lebanon,LBN,2011,21.05,36.14,32.23,10.58,77.7682
Lebanon,LBN,2012,22.15,34.09,33.05,10.7,77.941
Lebanon,LBN,2013,22.07,34.14,32.8,10.99,78.0365
Lebanon,LBN,2022,19.09,41.27,29.72,9.92,78.0029
Lebanon,LBN,2023,21.17,33.94,33.64,11.25,77.817
Lesotho,LSO,1986,25.48,36.53,30.44,7.54,59.3459
Lesotho,LSO,1993,22.65,41.280003,30.630001,5.44,58.0604
Lesotho,LSO,1994,22.48,41.84,30.57,5.11,57.2879
Lesotho,LSO,2002,18.46,36.539997,35.61,9.39,45.9501
Lesotho,LSO,2010,16.22,35.620003,37.4,10.77,46.0447
Lesotho,LSO,2017,14.33,34.78,38.92,11.97,53.8737
Lesotho,LSO,2022,14.33,34.78,38.92,11.97,56.8119
Lesotho,LSO,2023,14.33,34.78,38.92,11.97,57.3749
Liberia,LBR,2007,12.57,31.580002,39.51,16.34,58.1469
Liberia,LBR,2014,10.68,30.54,40.99,17.8,59.2101
Liberia,LBR,2016,12.0,30.59,40.76,16.65,60.4834
Liberia,LBR,2022,12.0,30.59,40.76,16.65,61.9342
Liberia,LBR,2023,12.0,30.59,40.76,16.65,62.1625
Libya,LBY,2022,16.5,29.92,37.03,16.54,74.4615
Libya,LBY,2023,16.77,29.820002,36.92,16.49,69.3389
Liechtenstein,LIE,1980,9.08,23.14,47.32,20.46,74.7834
Liechtenstein,LIE,1981,9.05,23.17,47.33,20.45,74.9478
Liechtenstein,LIE,1982,9.02,23.16,47.510002,20.32,75.0603
Liechtenstein,LIE,1983,9.13,23.17,47.19,20.51,75.7126
Liechtenstein,LIE,1984,9.34,23.32,47.03,20.31,76.1879
Liechtenstein,LIE,1985,9.37,23.5,47.24,19.89,76.7347
Liechtenstein,LIE,1986,9.34,23.18,47.3,20.17,77.2302
Liechtenstein,LIE,1987,9.27,23.23,47.19,20.31,77.753
Liechtenstein,LIE,1988,9.33,23.109999,46.74,20.82,77.9933
Liechtenstein,LIE,1989,9.43,23.17,46.69,20.71,78.2839
Liechtenstein,LIE,1990,9.22,23.28,46.56,20.93,78.5098
Liechtenstein,LIE,1991,9.14,23.16,46.64,21.05,78.6597
Liechtenstein,LIE,1992,9.51,23.69,46.239998,20.55,78.654
Liechtenstein,LIE,1993,9.63,23.82,46.67,19.88,78.4518
Liechtenstein,LIE,1994,10.07,24.1,46.45,19.37,78.1798
Liechtenstein,LIE,1995,9.75,24.11,46.59,19.56,77.9183
Liechtenstein,LIE,1996,10.08,23.95,46.44,19.53,77.6657
Liechtenstein,LIE,1997,10.68,24.13,45.989998,19.19,77.596
Liechtenstein,LIE,1998,10.81,24.14,45.789997,19.26,77.8058
Liechtenstein,LIE,1999,10.88,24.11,45.76,19.24,78.1507
Liechtenstein,LIE,2000,11.3,24.27,45.52,18.92,78.5757
Liechtenstein,LIE,2001,10.86,24.250002,45.96,18.93,79.1936
Liechtenstein,LIE,2002,10.5,24.11,46.2,19.19,79.7588
Liechtenstein,LIE,2003,10.75,24.01,46.37,18.87,80.2377
Liechtenstein,LIE,2004,11.16,23.88,46.88,18.08,80.7331
Liechtenstein,LIE,2005,11.34,23.94,46.399998,18.32,81.1169
Liechtenstein,LIE,2006,12.0,23.980001,45.87,18.16,81.4029
Liechtenstein,LIE,2007,11.98,24.089998,45.52,18.4,81.6389
Liechtenstein,LIE,2008,10.78,23.46,46.6,19.16,81.8552
Liechtenstein,LIE,2009,9.88,23.6,47.02,19.5,81.9374
Liechtenstein,LIE,2010,10.93,24.21,46.43,18.43,82.0538
Liechtenstein,LIE,2011,10.88,24.18,46.62,18.33,82.1571
Liechtenstein,LIE,2012,10.25,24.150002,47.170002,18.44,82.2544
Liechtenstein,LIE,2013,10.4,24.23,47.170002,18.19,82.3739
Liechtenstein,LIE,2014,10.85,24.240002,46.85,18.06,82.5465
Liechtenstein,LIE,2015,10.66,24.330002,46.92,18.09,82.7618
Liechtenstein,LIE,2016,10.77,24.36,46.69,18.19,82.8949
Liechtenstein,LIE,2017,10.78,24.5,46.41,18.32,83.111
Liechtenstein,LIE,2018,10.83,24.42,46.27,18.49,83.269
Liechtenstein,LIE,2019,10.49,24.529999,46.309998,18.68,83.4047
Liechtenstein,LIE,2020,10.58,24.28,46.54,18.6,82.037
Liechtenstein,LIE,2021,11.4,24.13,46.03,18.44,82.7877
Liechtenstein,LIE,2022,11.5,24.169998,45.85,18.49,83.4054
Liechtenstein,LIE,2023,11.5,24.169998,45.85,18.49,83.6298
Lithuania,LTU,1988,4.51,20.06,50.269997,25.17,72.0291
Lithuania,LTU,1994,9.43,25.55,46.74,18.28,68.5026
Lithuania,LTU,1995,9.33,25.61,46.79,18.26,69.0184
Lithuania,LTU,1996,9.68,25.830002,46.54,17.94,70.1931
Lithuania,LTU,1997,9.26,25.79,46.82,18.12,71.0289
Lithuania,LTU,1998,8.87,25.68,47.11,18.34,71.3303
Lithuania,LTU,1999,8.67,25.619999,47.170002,18.54,71.7172
Lithuania,LTU,2000,8.55,25.6,47.29,18.57,72.1387
Lithuania,LTU,2001,8.87,25.839998,46.99,18.3,71.7123
Lithuania,LTU,2002,8.93,26.019999,46.79,18.26,71.8389
Lithuania,LTU,2003,9.16,26.19,46.53,18.13,72.0883
Lithuania,LTU,2004,8.57,26.53,46.95,17.96,72.0009
Lithuania,LTU,2005,9.51,25.95,46.47,18.07,71.2464
Lithuania,LTU,2006,8.44,24.699999,47.3,19.56,70.9639
Lithuania,LTU,2007,11.36,25.04,44.52,19.09,70.6982
Lithuania,LTU,2008,11.71,25.14,44.3,18.84,71.6959
Lithuania,LTU,2009,10.93,26.269999,44.34,18.47,72.8496
Lithuania,LTU,2010,9.17,25.490002,45.739998,19.59,73.1962
Lithuania,LTU,2011,9.55,25.060001,45.62,19.76,73.608
Lithuania,LTU,2012,11.39,25.66,43.84,19.11,73.9644
Lithuania,LTU,2013,11.79,25.79,43.62,18.8,74.0268
Lithuania,LTU,2014,14.42,26.33,42.24,17.01,74.596
Lithuania,LTU,2015,10.69,26.089998,45.17,18.05,74.4737
Lithuania,LTU,2016,10.58,25.85,45.030003,18.54,74.8195
Lithuania,LTU,2017,11.8,25.929998,44.12,18.16,75.7015
Lithuania,LTU,2022,9.49,24.93,45.91,19.67,74.696
Lithuania,LTU,2023,9.48,24.94,45.91,19.67,76.025
Luxembourg,LUX,1985,13.07,22.130001,43.149998,21.65,73.2839
Luxembourg,LUX,1991,14.5,21.73,41.36,22.41,74.9643
Luxembourg,LUX,1994,14.32,21.85,41.43,22.4,75.9312
Luxembourg,LUX,1997,15.08,22.55,41.55,20.81,76.3903
Luxembourg,LUX,2000,17.45,22.8,39.93,19.82,77.2635
Luxembourg,LUX,2004,18.1,23.55,39.08,19.27,78.6583
Luxembourg,LUX,2005,18.58,23.64,38.370003,19.41,78.8786
Luxembourg,LUX,2006,17.22,23.14,40.63,19.0,78.8384
Luxembourg,LUX,2007,19.75,23.21,38.12,18.91,79.1157
Luxembourg,LUX,2008,19.03,22.570002,39.34,19.06,80.1066
Luxembourg,LUX,2009,14.1,22.63,42.43,20.84,79.9074
Luxembourg,LUX,2010,14.57,22.16,42.45,20.82,80.0987
Luxembourg,LUX,2011,13.1,22.89,44.21,19.8,80.2848
Luxembourg,LUX,2012,16.38,22.52,41.92,19.19,80.4383
Luxembourg,LUX,2013,13.74,22.81,44.0,19.45,80.8544
Luxembourg,LUX,2014,15.13,22.37,43.03,19.47,81.2359
Luxembourg,LUX,2015,10.87,22.750002,45.75,20.63,81.2561
Luxembourg,LUX,2016,12.42,22.490002,45.31,19.77,81.6199
Luxembourg,LUX,2017,15.29,22.77,43.47,18.47,81.0892
Luxembourg,LUX,2022,13.25,22.95,44.66,19.14,82.2007
Luxembourg,LUX,2023,13.66,22.77,44.5,19.07,82.2294
Macao,MAC,2022,15.93,27.19,42.87,14.0,82.1025
Macao,MAC,2023,14.46,27.810001,43.53,14.21,83.0749
Madagascar,MDG,1980,21.43,33.469997,33.82,11.28,49.9844
Madagascar,MDG,1997,14.61,31.830002,38.88,14.67,56.1267
Madagascar,MDG,1999,11.64,32.84,40.57,14.95,57.4344
Madagascar,MDG,2001,15.76,37.6,35.55,11.1,58.6744
Madagascar,MDG,2005,18.33,31.6,35.61,14.47,60.6639
Madagascar,MDG,2010,18.6,33.309998,34.7,13.38,62.5967
Madagascar,MDG,2012,15.02,35.24,36.41,13.34,63.0068
Madagascar,MDG,2022,15.02,35.24,36.41,13.34,63.0677
Madagascar,MDG,2023,15.02,35.24,36.41,13.34,63.6317
Malawi,MWI,1997,64.24,15.889999,14.25,5.62,44.1995
Malawi,MWI,2004,18.83,31.779999,34.99,14.4,51.0731
Malawi,MWI,2010,21.73,33.3,33.03,11.94,57.787
Malawi,MWI,2016,31.06,26.78,29.92,12.24,63.163
Malawi,MWI,2022,15.02,32.789997,37.13,15.07,66.037
Malawi,MWI,2023,15.02,32.789997,37.13,15.07,67.3535
Malaysia,MYS,1984,19.98,26.85,37.98,15.2,69.5507
Malaysia,MYS,1987,19.43,26.519999,38.34,15.71,70.3514
Malaysia,MYS,1989,18.84,26.42,38.54,16.2,70.7589
Malaysia,MYS,1992,18.88,26.820002,38.870003,15.44,71.4832
Malaysia,MYS,1995,19.36,26.97,38.56,15.1,71.9792
Malaysia,MYS,1997,19.92,27.06,38.23,14.79,72.2959
Malaysia,MYS,2003,19.16,26.22,39.1,15.52,73.7273
Malaysia,MYS,2004,17.18,27.46,39.77,15.58,74.0269
Malaysia,MYS,2005,17.2,27.65,39.64,15.51,74.3699
Malaysia,MYS,2006,17.54,27.73,39.35,15.38,74.6969
Malaysia,MYS,2007,18.24,27.689999,38.9,15.18,74.9611
Malaysia,MYS,2008,17.98,26.94,39.559998,15.53,75.1514
Malaysia,MYS,2009,18.14,26.050001,40.02,15.8,75.2694
Malaysia,MYS,2010,18.59,25.51,39.879997,16.03,75.3761
Malaysia,MYS,2011,16.9,25.64,40.77,16.69,75.4878
Malaysia,MYS,2012,16.36,25.400002,41.11,17.13,75.5524
Malaysia,MYS,2013,15.65,25.080002,41.22,18.05,75.464
Malaysia,MYS,2014,14.59,24.84,41.52,19.06,75.3451
Malaysia,MYS,2015,15.36,24.62,41.13,18.88,75.2876
Malaysia,MYS,2022,14.64,24.83,41.48,19.04,75.4442
Malaysia,MYS,2023,14.6,24.84,41.5,19.05,76.6571
Maldives,MDV,2002,36.03,21.59,30.17,12.2,72.3597
Maldives,MDV,2009,19.3,27.03,38.5,15.16,76.3714
Maldives,MDV,2016,13.07,25.749998,41.34,19.85,78.9128
Maldives,MDV,2022,13.18,25.73,41.280003,19.81,80.7595
Maldives,MDV,2023,12.98,25.81,41.36,19.85,81.0412
Mali,MLI,1994,21.49,36.62,31.92,9.97,47.914
Mali,MLI,2001,13.62,32.52,39.5,14.34,51.3004
Mali,MLI,2006,12.67,33.66,38.64,15.02,54.3046
Mali,MLI,2009,9.52,31.05,41.68,17.75,55.5883
Mali,MLI,2022,11.93,32.3,39.36,16.41,60.0347
Mali,MLI,2023,11.93,32.3,39.36,16.41,60.4394
Malta,MLT,1980,7.29,21.46,47.63,23.63,72.3212
Malta,MLT,1981,7.29,21.46,47.63,23.63,72.3673
Malta,MLT,1982,7.29,21.46,47.63,23.63,72.8299
Malta,MLT,1983,7.29,21.46,47.63,23.63,73.1006
Malta,MLT,1984,7.29,21.46,47.63,23.63,73.3093
Malta,MLT,1985,7.29,21.46,47.63,23.63,73.85
Malta,MLT,1986,7.29,21.46,47.63,23.63,74.4818
Malta,MLT,1987,7.29,21.46,47.63,23.63,75.3019
Malta,MLT,1988,7.29,21.46,47.63,23.63,75.8669
Malta,MLT,1989,7.29,21.46,47.63,23.63,76.168
Malta,MLT,1990,7.29,21.46,47.63,23.63,76.1597
Malta,MLT,1991,7.29,21.46,47.63,23.63,76.4884
Malta,MLT,1992,7.29,21.46,47.63,23.63,76.68
Malta,MLT,1993,7.29,21.46,47.63,23.63,76.8337
Malta,MLT,1994,7.29,21.46,47.63,23.63,76.9457
Malta,MLT,1995,7.29,21.46,47.63,23.63,76.9817
Malta,MLT,1996,7.29,21.46,47.63,23.63,76.3211
Malta,MLT,1997,7.29,21.46,47.63,23.63,77.3158
Malta,MLT,1998,7.29,21.46,47.63,23.63,77.7987
Malta,MLT,1999,7.29,21.46,47.63,23.63,77.7525
Malta,MLT,2000,7.29,21.46,47.63,23.63,77.9031
Malta,MLT,2001,7.29,21.46,47.63,23.63,78.9023
Malta,MLT,2002,7.29,21.46,47.63,23.63,78.4668
Malta,MLT,2003,7.29,21.46,47.63,23.63,78.6961
Malta,MLT,2004,7.29,21.46,47.63,23.63,79.1661
Malta,MLT,2005,7.29,21.46,47.63,23.63,79.4894
Malta,MLT,2006,7.29,21.46,47.63,23.63,79.5611
Malta,MLT,2007,6.62,22.19,48.100002,23.1,79.7375
Malta,MLT,2008,7.37,22.01,46.75,23.87,79.6904
Malta,MLT,2009,8.42,22.750002,46.2,22.63,80.4155
Malta,MLT,2010,8.2,21.9,47.06,22.84,81.3977
Malta,MLT,2011,9.57,21.99,45.809998,22.63,80.8038
Malta,MLT,2012,10.18,22.32,45.43,22.07,81.0638
Malta,MLT,2013,10.5,22.55,45.0,21.94,81.8181
Malta,MLT,2014,10.46,22.88,44.86,21.8,82.3176
Malta,MLT,2015,10.72,23.710001,44.350002,21.21,82.5914
Malta,MLT,2016,10.54,23.199999,45.85,20.41,82.6567
Malta,MLT,2017,11.18,23.66,45.2,19.97,83.0891
Malta,MLT,2022,8.88,22.56,46.36,22.2,82.2496
Malta,MLT,2023,8.87,22.56,46.36,22.2,83.2989
Marshall Islands,MHL,1980,8.81,26.359999,43.239998,21.6,60.9888
Marshall Islands,MHL,1981,8.95,26.31,43.18,21.56,61.1386
Marshall Islands,MHL,1982,9.1,26.249998,43.14,21.51,61.2933
Marshall Islands,MHL,1983,9.25,26.199999,43.079998,21.47,61.4521
Marshall Islands,MHL,1984,9.4,26.140001,43.04,21.43,61.6024
Marshall Islands,MHL,1985,9.55,26.089998,42.98,21.38,61.7115
Marshall Islands,MHL,1986,9.71,26.03,42.92,21.33,61.7779
Marshall Islands,MHL,1987,9.87,25.97,42.87,21.29,61.8084
Marshall Islands,MHL,1988,10.03,25.92,42.809998,21.24,61.7781
Marshall Islands,MHL,1989,10.2,25.85,42.76,21.19,61.7327
Marshall Islands,MHL,1990,10.37,25.79,42.69,21.14,61.7558
Marshall Islands,MHL,1991,10.65,25.82,42.39,21.14,61.792
Marshall Islands,MHL,1992,10.91,25.87,42.1,21.13,61.8996
Marshall Islands,MHL,1993,11.17,25.9,41.79,21.13,62.085
Marshall Islands,MHL,1994,11.42,25.929998,41.52,21.12,62.3083
Marshall Islands,MHL,1995,11.66,25.97,41.260002,21.12,62.5147
Marshall Islands,MHL,1996,11.89,25.999998,40.99,21.12,62.7654
Marshall Islands,MHL,1997,12.12,26.03,40.73,21.11,63.0146
Marshall Islands,MHL,1998,12.34,26.06,40.49,21.11,63.2175
Marshall Islands,MHL,1999,12.55,26.089998,40.239998,21.11,63.4207
Marshall Islands,MHL,2000,12.76,26.12,40.02,21.1,63.3233
Marshall Islands,MHL,2001,13.14,26.62,39.6,20.65,63.7347
Marshall Islands,MHL,2002,13.51,27.1,39.19,20.2,63.8483
Marshall Islands,MHL,2003,13.88,27.57,38.789997,19.76,63.9562
Marshall Islands,MHL,2004,14.23,28.04,38.4,19.33,64.0442
Marshall Islands,MHL,2005,14.58,28.490002,38.02,18.92,64.1124
Marshall Islands,MHL,2006,14.92,28.929998,37.65,18.51,64.2072
Marshall Islands,MHL,2007,15.25,29.37,37.27,18.11,64.2594
Marshall Islands,MHL,2008,15.57,29.789999,36.91,17.72,64.3003
Marshall Islands,MHL,2009,15.89,30.199999,36.57,17.34,64.3946
Marshall Islands,MHL,2010,16.2,30.61,36.219997,16.97,64.4977
Marshall Islands,MHL,2011,16.18,30.83,36.129997,16.86,64.6407
Marshall Islands,MHL,2012,16.16,31.029999,36.039997,16.76,64.7761
Marshall Islands,MHL,2013,16.14,31.23,35.95,16.67,64.9545
Marshall Islands,MHL,2014,16.12,31.42,35.89,16.58,65.11
Marshall Islands,MHL,2015,16.11,31.59,35.789997,16.5,65.2922
Marshall Islands,MHL,2016,16.09,31.77,35.73,16.42,65.4768
Marshall Islands,MHL,2017,16.07,31.93,35.66,16.34,65.6731
Marshall Islands,MHL,2018,16.06,32.09,35.600002,16.26,65.8703
Marshall Islands,MHL,2019,16.05,32.23,35.530003,16.19,66.0473
Marshall Islands,MHL,2020,16.03,32.38,35.460003,16.12,65.3873
Marshall Islands,MHL,2021,16.03,32.38,35.460003,16.12,65.4209
Marshall Islands,MHL,2022,16.03,32.38,35.460003,16.12,66.7245
Marshall Islands,MHL,2023,16.03,32.38,35.460003,16.12,66.9454
Mauritania,MRT,1987,12.75,35.08,39.5,12.67,56.9641
Mauritania,MRT,1993,12.42,32.8,39.96,14.82,58.7327
Mauritania,MRT,1995,12.41,31.999998,40.07,15.52,58.8615
Mauritania,MRT,2000,11.0,34.09,40.05,14.85,61.0435
Mauritania,MRT,2004,16.73,33.26,35.63,14.38,63.3688
Mauritania,MRT,2008,10.12,30.84,42.68,16.35,65.2328
Mauritania,MRT,2014,10.59,29.28,42.09,18.03,66.2069
Mauritania,MRT,2022,9.8,29.49,42.32,18.39,68.2807
Mauritania,MRT,2023,9.8,29.49,42.32,18.39,68.4836
Mauritius,MUS,2006,13.59,31.52,38.4,16.48,72.7813
Mauritius,MUS,2012,16.88,32.16,35.8,15.16,74.3302
Mauritius,MUS,2017,15.81,31.02,37.21,15.96,75.024
Mauritius,MUS,2022,15.76,31.029999,37.23,15.97,73.5445
Mauritius,MUS,2023,15.73,31.04,37.25,15.98,74.9263
Mexico,MEX,2001,11.69,43.11,38.960003,6.24,72.9118
Mexico,MEX,2002,11.69,43.11,38.960003,6.24,73.1056
Mexico,MEX,2003,14.68,42.739998,36.57,6.01,73.308
Mexico,MEX,2004,17.67,42.36,34.19,5.78,73.4324
Mexico,MEX,2005,16.09,43.63,34.4,5.89,73.6267
Mexico,MEX,2006,14.51,44.89,34.6,6.0,73.7457
Mexico,MEX,2007,18.05,44.21,32.120003,5.62,73.7955
Mexico,MEX,2008,21.6,43.51,29.640001,5.25,73.6949
Mexico,MEX,2009,23.43,40.32,30.79,5.46,73.6281
Mexico,MEX,2010,25.26,37.13,31.96,5.67,73.7181
Mexico,MEX,2011,26.34,36.92,31.21,5.53,73.9209
Mexico,MEX,2012,27.41,36.73,30.47,5.38,74.1278
Mexico,MEX,2013,28.19,35.59,30.71,5.51,74.289
Mexico,MEX,2014,28.98,34.45,30.95,5.63,74.4044
Mexico,MEX,2015,26.81,36.55,30.759998,5.88,74.4315
Mexico,MEX,2016,24.64,38.66,30.57,6.14,74.3763
Mexico,MEX,2017,27.13,37.53,29.24,6.1,74.2609
Mexico,MEX,2018,29.63,36.399998,27.91,6.07,74.3009
Mexico,MEX,2019,27.62,37.03,29.19,6.16,74.5302
